37,45,37,0.045,0.045,0.02,0.02,20050801,20061130
37,45,37,0.0425,0.0425,0.02,0.02,20061201,20080930
37,45,37,0.045,0.045,0.02,0.02,20081001,20090831
37,45,37,0.055,0.055,0.02,0.02,20090901,20090930
37,45,37,0.0575,0.0575,0.02,0.02,20091001,20110630
37,45,37,0.0475,0.0475,0.02,0.02,20110701,99991231
37,79,99063,0.005,0.005,0,0,20130401,99991231
37,0,001,0.02,0.02,0,0,20091001,99991231
37,0,003,0.0225,0.0225,0,0,20091001,99991231
37,0,005,0.0225,0.0225,0,0,20221001,99991231
37,0,007,0.0225,0.0225,0,0,20150401,99991231
37,0,009,0.0225,0.0225,0,0,20150401,99991231
